query,count
violência doméstica,1
ccefaleia,1
AVC devido ao forame oval patente,1
vomi,1
Bariatrica ,1
R10.0,1
granuloma,1
novos,1
protese quadril,1
bursite em joelho ,1
APLV,1
inflamação em piercing,1
microadenoma de hipofisario,1
"vomito, dor na garriga",1
Sifiles,1
renovação de prescrição,1
sífilis,1
prurido cervical,1
disco intervertebral,1
demanda de exames,1
neoplasia maligna dos pulmoes,1
dificuldade de aprendizagem,1
colicas ,1
Gostaria de passar com cardiologista,1
formigamentos,1
L29.8,1
adenoma tubular,1
 sutura cirurgica,1
abuso de substancias,1
suspeita de gestação,1
alteração exames hepáticos,1
inserção de implanon,1
"tosse, febre e diarreia",1
ovario policistic,1
CIDE790,1
acho que minha imunidade está baixa,1
N03,1
abdominoplastia,1
EXAME FOTALMOLOGICO,1
p´rs,1
dúvida sobre exame,1
endocrin,1
Fever,1
manchas hipocromicas ,1
s19,1
laceração,1
pós farmaco,1
musculo esqueletica,1
ciatalgia,1
Retal,1
palidez,1
mancha na visao,1
reconhe,1
acredita que imunidade está baixa,1
Z05,1
sexualmente transmitida,1
dermatite atópica,1
dor inter escapular,1
abuso cafeina,1
Tontura ,1
supra espinhal ,1
Entesopatia não especificada,1
psic,1
esofagite eosinofilica,1
Dor localizada,1
cancer de maam,1
gânglio,1
desejo de cirurgia,1
"tosse, febre e dor de garganta",1
bloqueio atrio-ventricular,1
Y23,1
Transtorno Alimentar na Infância,1
f45,1
Defeito de refração ,1
1. Hipermobilidade articular,1
sintoma ocular,1
pálpebra,1
tumefação,1
bigeminismo,1
a23 abortamento,1
Anticoncepcional ,1
disturbio de atm,1
perfuração da bexiga,1
Uso de PREP,1
 quer fazer sorologias,1
fisioterapia pelvica,1
"dor na lombar, diminuição de força",1
disfunção erétil,1
luxacao congenita quadril,1
carrapato,1
miocardiopatia hipertrófica,1
rotura de supraespinhal,1
Medo de doença,1
alteração textura da pele,1
F76,1
disosmia,1
k76,1
queixa dermatologica,1
dor após acidente,1
TRANSTORNO DE HUMOR MISTO,1
Medo Gravidez,1
sudorese fria,1
arbovir,1
busca de saúde,1
risco anemia ferropriva,1
punhos,1
colesterol alterado,1
Vasectomia,1
LOMBAR,1
evacuação,1
glúteo,1
D24,1
tumor,1
mentaç,1
resultados de exames,1
dificuldade,1
donte,1
nódulos tireoide,1
SECREÇÃO ,1
coleta papa,1
Hordéolo e calázio,1
Espirro,1
albuminuria,1
sofrimento psiquico ,1
bicicleta,1
Edema face ,1
consulta de retorno,1
dor pubica,1
~h18,1
urina concentrada,1
luto ,1
termor,1
hipertensão gestacional,1
Lesão de pele,1
glandula salivas,1
r03,1
microdeleção,1
sequela de avc,1
crise hipertensiva,1
HIV,1
rompimento de quadríceps femoral,1
 lábios,1
 trabalho,1
internação hospitalar,1
colocação de diu,1
a01,1
Sem doença,1
67,1
tumor na orelha,1
conjuntivite alérgica,1
CID B07 Verrugas de origem viral,1
suoor excessivo,1
medo endometriose,1
CID M23 Transtornos internos dos joelho,1
risco nutricional,1
N939,1
perda visão,1
redução da força muscular,1
trombocitose,1
ingesta,1
CHECK UP,1
medo de fatura de cartão de crédito,1
TAPADO,1
sentir-se feio,1
demencia,1
p27,1
articulação temporo,1
pressão arterial aumentada,1
oio ta meio vermelho,1
estrias,1
preventiva,1
pielonefrite ,1
úlcera ,1
g259,1
alskdjfhalsdkjfh,1
micose superficial,1
Endocrinologista,1
Corrimento branco,1
aneurisma de artéria carótida,1
contato com pessoa doente,1
descongestionante nasal,1
pre concepcao,1
Ansiedade Generalizada,1
a93,1
alteração na mão,1
hiperemese gravidica,1
dor ao fazer o número 2 ,1
disuria ,1
Pré síncope,1
complicação cirurgica,1
perfusão,1
pontadas na cabeça,1
lesão intraepitelial utero,1
nascido,1
alteração em tomografia,1
Lesão pele,1
j304,1
"""a98",1
pontada,1
oxiuros,1
deglutição,1
alteração usg tireoide,1
utero,1
Desejo especialista,1
Intestino irritável,1
Relatorio ,1
Ciclo de vida,1
S22,1
demanda por encaminhamento,1
trissomia do 21,1
TUMOR seios nasais natureza incerta,1
cuidadora de família,1
Conselho,1
acidente bicicleta,1
CID K297 Gastrite não especificada,1
cansaço nas pernas,1
problema no menisco,1
Negligência tratamento médico ,1
L18,1
QUEDA DE CABELO,1
FISIOTERAPIA PELVICA GESTAÇÃO,1
piriforme,1
sangramentos vaginais,1
L87,1
inflemação sutura,1
VAGINAL,1
tristez,1
hiperprolactinemia,1
gotajamento pós-nasal,1
dor pulmão,1
k829,1
trauma do pe,1
CID F84 Transtornos globais do desenvolvimento,1
aumento de evacuação,1
hipercolesterolemia familiar,1
colelitiaselaqueadura,1
lavagem ouvido cerume remoção,1
gesta,1
Nauseas,1
vACINA,1
colater,1
m773,1
"CID A63 Outras doenças de transmissão predominantemente sexual, não classificadas em outra parte",1
IC,1
PCR,1
A16,1
MEDO CANCER GINECOLOGICO,1
L81,1
Preve,1
Rim,1
cisto aractnoide,1
inserção diu,1
cálculo,1
pensamento suicida,1
alodinia,1
s04,1
prurido e mancha na pele,1
ALIMENTAÇÃO RUIM,1
dor localizada,1
queda de moto,1
aborto prévio,1
williams,1
incontinência,1
sono aumentado,1
dor glutea,1
cefalohematoma,1
atraso no desenvolvimento ósseo,1
Colica abdominal,1
estiramento de músculo reto femoral,1
do torácica ,1
BUSCA ATIVA,1
alteração de comportamento,1
trouxe os resultados de exame de rotina,1
finger ,1
coccidinea,1
"febre, dor de garganta",1
z297,1
ranger os dentes,1
medo se ist,1
Geca,1
ardor ao urinar,1
retinoblastoma familia,1
medo de fazer exame,1
K96 Hemorróidas,1
episiotomia,1
Medicação,1
renovação de prescrição saúde mental,1
anorexia,1
dificuldade de fala,1
h542,1
Dúvida de saúde,1
febres,1
problemas de imagem corporal,1
alteração intestinal,1
CASEUM,1
dor pós cirurgica,1
sequela avc,1
64,1
parestesia ,1
pressão arterial ,1
queixa,1
dor crescime,1
sufocamento,1
problema na rótula,1
varicoses,1
horário do trabalho,1
verrugas anogenitais,1
RISCO DE DEFICIENCIA NUTRICIONAL,1
fluxo vaginal,1
cons,1
amidalite,1
d21.9,1
encaminhamento para dermato,1
nervoso,1
dermatite da palpebra,1
medo doença cardíaca,1
OFTALMOLOGISTA,1
plaqueta baixa,1
tosseaafebre,1
"AVC em janeiro com alta 6 de fevereiro. Está com afasia global mista, está com fala incompreensível.  Gostaria de acompanhamento com geriatria do convênio.  Sobre medicação, está em uso de AAS 100mg, clexane subcutâneo, syntroid 50mcg, liptor (atorvastatina) 40, amitril à noite, nexon 40mg.  Geriatra particular pediu para suspender clexane, amitriltilina. Iniciou Deller (desvenlafaxina) e Melatonina à noite. Pediu também exames que gostaria de trocar as guias.  Sobre alimentação, está apenas ingerindo liquidos com espessantes, ainda não come alimentos mais consistentes.  Tem constipação em tratamento com laculona.  Mecanismo do AVC: por forame oval patente. Foi avaliado por geriatra e neurologista e optado por manter apenas AAS, sem outros anticoagulantes.  Está hoje com casa de repouso, home care pelo convênio com fisioterapia todos os dias, fonoaudiologia todos os dias, terapeuta ocupacional três vezes por semana.",1
cranio,1
sentindo doente,1
R87,1
pedido,1
Hiponatremia,1
d10,1
neurofibromatose,1
Vontade de comer doce,1
trabalho de parto ,1
linguage,1
Curativo ,1
historia familiar hipertensao,1
menst,1
renovação de medicação,1
vertige,1
recorrente,1
genital feminina,1
tumor de ovário,1
medicaçao,1
"tosse, febre, diarreia",1
busca ativa sem sucesso,1
d49,1
Ptiríase,1
CID R10.,1
Vacina,1
oral,1
mucocele de glândula salivar,1
pus,1
herpes simples ocular,1
nefrolitíase,1
"dor importante do lado esquerdo, em um lugar bem específico no abdome, sempre no período da ovulação",1
INFECÇÃO DO TRATO RESPIRATORIO,1
neoplasia próstata,1
quero fazer exames,1
sífilis latente tardia,1
otite de repetição,1
formigamneto,1
parada cardíaca,1
Torção ,1
dor em tendão,1
exame alteradoo,1
poliqueixa,1
síndrome reye,1
perniose,1
geladura,1
prurido ,1
CID L905 Cicatrizes e fibrose cutânea,1
perda de visao,1
prurido perineal,1
sangramento menstrual,1
Candidíase,1
varias demandas ,1
amamentaçao,1
a87 contracepçao,1
b12 alta,1
trauma nos dentes,1
metodo contraceptivo ,1
problemas de pele,1
calores da menopausa,1
tensão,1
tricolomania,1
Rouquidão ,1
