,query,concluded,relevant_results
2925,pré operatório,False,
2926,ESPECIALISTA,False,
2927,excesso de testosterona,False,
2928,nodulo na face,False,
2929,dor no ouvido,False,
2930,entesopatia,False,
2931,ARRITMIA,False,
2932,abstinência masconha,False,
2933,skin picking,False,
2934,coletíase,False,
2935,bolha língua,False,
2936,suspeita de gravidez],False,
2937,fasciete plantar,False,
2938,risco de suicidio,False,
2939,estenose intestinal,False,
2940,adenoma ,False,
2941,desmame para a criança,False,
2942,diástase de reto abdominal,False,
2943,herpangina,False,
2944,contactante tuberculose,False,
2945,deficiência de b12,False,
2946,quero fazer exames,False,
2947,falta de autocuidado,False,
2948,ERRO ALIMENTAR,False,
2949,Transtorno afetivo bipolar,False,
2950,cor de ´pele,False,
2951,medo de cancer de estomago,False,
2952,racismo,False,
2953,exame de mama,False,
2954,cromossomo,False,
2955,quer saber se tem herpes,False,
2956,colite ,False,
2957,tendinopatia do musculo supraespinhal,False,
2958,diástase muscular,False,
2959,ideação suicida,False,
2960,altas habilidades,False,
2961,Obstrução ,False,
2962,convocação para consulta,False,
2963,alteração brusca do humor,False,
2964,insuficiencia ovariana,False,
2965,Dor parede toracica,False,
2966,creatinina,False,
2967,corrimento vaginal ,False,
2968,dor peito caiu,False,
2969,Tosse ,False,
2970,Trombose,False,
2971,z16,False,
2972,alodínia,False,
2973,dor na penetração,False,
2974,região anal,False,
2975,dúvidas de anticoncepcional,False,
2976,Espinha,False,
2977,descongestionante nasal,False,
2978,impetigo,False,
2979,gravidez alto risco,False,
2980,cansaço,False,
2981,efeito colateral  e medicação,False,
2982,inserção implanon,False,
2983,Eletrocardiograma ,False,
2984,problema comm marido,False,
2985,atraso na fala,False,
2986,transtorno de adaptação,False,
2987,DISLIPIDEMIA,False,
2988,bolinha na pele,False,
2989,PARONIQUIA,False,
2990,a84,False,
2991,inchaço pes,False,
2992,desvio de septo,False,
2993,foliculit,False,
2994,sangue anal ,False,
2995,atencão,False,
2996,L12,False,
2997,HIPOTIREOIDISO,False,
2998,compulsão laimentar,False,
2999,sintomas musculares,False,
3000,Dor trauma,False,
3001,hepatite b ,False,
3002,encaminhamento para ginecologista,False,
3003,rinofima,False,
3004,bruximo,False,
3005,lavagem ouvido cerume,False,
3006,hipertrigliceridemia,False,
3007,vacina atrasada,False,
3008,cardíaco,False,
3009,ma formaçao renal,False,
3010,abcesso cutaneo,False,
3011,ceratose seborreica,False,
3012,nódulo tireoidiano,False,
3013,sialorreia,False,
3014,transtorno,False,
3015,furúnculo,False,
3016,sinais e sintomas pés ,False,
3017,paciente esta de alta,False,
3018,Vesiculas,False,
3019,Entorses e distensões do tornozelo,False,
3020,b90,False,
3021,b01,False,
3022,polaciuria,False,
3023,parestesia em face,False,
3024,MIOPIA,False,
3025,constipaç,False,
3026,urinario,False,
3027,Resfriado ,False,
3028,anormal,False,
3029,urina concentrada,False,
3030,Transtorno venoso não especificado,False,
3031,aquiles,False,
3032,CID E039 Hipotireoidismo não especificad,False,
3033,inquietação nas pernas,False,
3034,sintomas vasomotores,False,
3035,pais,False,
3036,prostração,False,
3037,parentalidade,False,
3038,poliúria,False,
3039,sinais e sintomas no pescoço,False,
3040,luxacao congenita quadril,False,
3041,Alergia no olho,False,
3042,violencia domestica,False,
3043,Artrite juvenil,False,
3044,dor relacionada a trabalho,False,
3045,CID E782 Hiperlipidemia mista,False,
3046,-30,False,
3047,comunicação,False,
3048,osteomielite,False,
3049,sofrimento por diagnóstico,False,
3050,nódulo suprarrenal,False,
3051,alteração de pa,False,
3052,polipo,False,
3053,Distrofia ungueal,False,
3054,neoplasia nasal,False,
3055,trauma em pe,False,
3056,vagin,False,
3057,jorlho,False,
3058,dificuldade de acesso ao tratamento,False,
3059,hipoparatireoidismo,False,
3060,nevos pele,False,
3061,sexualidade,False,
3062,nódulo no fígado achado incidental,False,
3063,Infantil,False,
3064,fator de risco cardiovascular,False,
3065,sindrome,False,
3066,estiramento de músculo reto femoral,False,
3067,hematoquezia,False,
3068,DISPLASIA DO COLO DO UTERO,False,
3069,L77,False,
3070,ovario,False,
3071,uso frequente medicamento sdfg asdf ds asdfassdf ,False,
3072,retardo cognitivo,False,
3073,dermatologista,False,
3074,Cálculos renais,False,
3075,sinusite aguda,False,
3076,dor no fundo do olho,False,
3077,CID L818/7 Outros transtornos especificados da pigmentação / Melanose Solar,False,
3078,urina espumosa,False,
3079,mudança de estilo de vida,False,
3080,hernia discal,False,
3081,foliculite couro cabeludo,False,
3082,pós parto,False,
3083,cóccix,False,
3084,exame alterado,False,
3085,estomago,False,
3086,uvas,False,
3087,infecção sexual medo,False,
3088,L03,False,
3089,câncer,False,
3090,hematoma ,False,
3091,anal,False,
3092,colesterol alto,False,
3093,sintomas de pele,False,
3094,afastado do trabalho,False,
3095,alteração de exame,False,
3096,depressão recorrente,False,
3097,vagina,False,
3098,edema em mão,False,
3099,Diabetes ,False,
3100,dor abdominal localizadd,False,
3101,ferida na boca,False,
3102,colelitíase,False,
3103,doenças da retina,False,
3104,f45,False,
3105,tratamento de câncer de mama,False,
3106,dor ventilatório-dependente,False,
3107,calculo biliar,False,
3108,tumor de ovário,False,
3109,função limitada,False,
3110,Gastroenterite,False,
3111,sinais do joelho,False,
3112,dedão,False,
3113,nodulos tireoide,False,
3114,violência doméstica,False,
3115,febres,False,
3116,ovarios policisticos,False,
3117,mandibular,False,
3118,DOR CRONICA,False,
3119,desejo de emagrecer,False,
3120,dormência no braço,False,
3121,manchas dolorosas na pele,False,
3122,CID E538 Deficiência de outras vitaminas especificadas do grupo B,False,
3123,testosterona,False,
3124,dormir,False,
3125,tumor enigno polipo vesicula biliar,False,
3126,hipertriglicerides,False,
3127,integrativas,False,
3128,k06,False,
3129,sinusite bacteriaa,False,
3130,dor relacionada à ovulação,False,
3131,borderline,False,
3132,manchas,False,
3133,nodulo em mama,False,
3134,desconfroto,False,
3135,espasmos,False,
3136,HANSENÍASE,False,
3137,antecedente pessoal de abortoo,False,
3138,farin,False,
3139,encaminhamento para psicologia,False,
3140,l99,False,
3141,BIOIMPEDÂNCIA,False,
3142,ouvid,False,
3143,leite materno,False,
3144,dor no pescoço,False,
3145,disfunção articulação temporo-mandibular,False,
3146,ADMINI,False,
3147,elevação pressorica,False,
3148,dor em anus,False,
3149,Joelho,False,
3150,NECROSE,False,
3151,valva cardíaca,False,
3152,interconsulta,False,
3153,eritema pele,False,
3154,ciso ,False,
3155,Colelitiase,False,
3156,-31,False,
3157,cervicl,False,
3158,dor pélvica,False,
3159,Dor de barriga,False,
3160, Wolff-Parkinson-White,False,
3161,aconselhamento ,False,
3162,Hpv,False,
3163,lingua,False,
3164,energia,False,
3165,sedentario,False,
3166,bariátrica,False,
3167,CORTE,False,
3168,reação medicamentosa,False,
3169,hiperemia,False,
3170,CID F412 Transtorno misto ansioso e depressivo,False,
3171,a04,False,
3172,leucoplasia corda vocal,False,
3173,estenose péptica,False,
3174,dor em panturilha,False,
3175,OBESIDADE,False,
3176,ansiedade,False,
3177,ACNE,False,
3178,neuropatia periferica,False,
3179,transstorno de déficit de atenc'~ao ,False,
3180,tendão,False,
3181,hiperidrose,False,
3182,angiomiolipoma,False,
3183,U05,False,
3184,perd líquido aminiótico,False,
3185,sensação de areia no olho,False,
3186,inchaço abdominal,False,
3187,lesão nos pes,False,
3188,FIBROMA MOLE,False,
3189,marido dcom vícios,False,
3190,gluten,False,
3191,glicose alta,False,
3192,tratamento capilar,False,
3193,RESULTADO DE CITOPATOLÓGICO,False,
3194,OTALGIA,False,
3195,timpano perfurado,False,
3196,z01,False,
3197,administrat,False,
3198,torção tornozelo,False,
3199,escotomas,False,
3200,enzimas hepatica,False,
3201,sinais e sintomas da face,False,
3202,exame alteradoo,False,
3203,Acidente automobilístico,False,
3204,suoor excessivo,False,
3205,auto extermíniuo,False,
3206,escabiose,False,
3207,hepatite não viral,False,
3208,cito sinovial,False,
3209,z72,False,
3210,trichomonas,False,
3211,adverso,False,
3212,dor no tendão,False,
3213,a02,False,
3214,Dispepsia,False,
3215,sangue após evacuação,False,
3216,imagem corporal,False,
3217,pitiríase versicolor,False,
3218,nodulo mamario,False,
3219,pré-operatória,False,
3220,dispepsi,False,
3221,risco de exposição por perfurocortante,False,
3222,Edema pálpebra,False,
3223,escroto,False,
3224,Criança ,False,
3225,nariz,False,
3226,A91,False,
3227,condromalacea,False,
3228,renovação de receita,False,
3229,r86,False,
3230,prurido nasal,False,
3231,sensibilidade em regiao anal,False,
3232,INSERÇÃO IMPLANON,False,
3233,administrattivo,False,
3234,massa pulmonar detectada em diagnóstico por imagem,False,
3235,Dor em testículo,False,
3236,terapia,False,
3237, R05,False,
3238,OLHO,False,
3239,diabetes gestacional,False,
3240,Dor no joelho,False,
3241,dor de barrigas,False,
3242,pintas na pele,False,
3243,DOR ABDOMINAL,False,
3244,CID N945 Dismenorréia secundária,False,
3245,incisão cesariana,False,
3246,intrauterine device,False,
3247,sangramento gestante,False,
3248,tremores,False,
3249,somatoforme,False,
3250,densitometria ossea,False,
3251,probleeema comm marido,False,
3252,check up ginecologico,False,
3253,Q610,False,
3254,transtorno afetivo bipolar,False,
3255,Queda capilar,False,
3256,dificuldade de criança socializar,False,
3257,ÚTERO,False,
3258,pes,False,
3259,x19,False,
3260,articulação temporo mandibular,False,
3261,estatose hepatica,False,
3262,CRIANÇA COMPORTAMENTO ESTRANHO,False,
3263,polipo gastrico,False,
3264,Secreção vaginal,False,
3265,assimetria de membros,False,
3266,trombose venosa ,False,
3267,g25,False,
3268,trsiteza,False,
3269,irregularidade menstrual,False,
3270,desanimo,False,
3271,pé diabético,False,
3272,Uso de drogas,False,
3273,visão turva,False,
3274,medo se ist,False,
3275, implante coclear,False,
3276,z723,False,
3277,conflitos familiares,False,
3278,dor olho,False,
3279,dor amamentação,False,
3280,Dor abdominal ,False,
3281,conflito com a gestação,False,
3282,parto,False,
3283,couro ,False,
3284,dor GENERALIZADA,False,
3285,L28,False,
3286,Mudanças na pele,False,
3287,atestado médico,False,
3288,K96 Hemorróidas,False,
3289,ferritina,False,
3290,vaginose,False,
3291,dor no dedo do pé,False,
3292,exames ,False,
3293,frieira,False,
3294,hemorroidas,False,
3295,pes ,False,
3296,contusão toracica,False,
3297,w82,False,
3298,z12,False,
3299,ulcera peptica,False,
3300,pele ,False,
3301,PÓS OPERATORIO,False,
3302,depressivas,False,
3303,cancer de pulmao,False,
3304,deficiência de vitamina,False,
3305,ferida exsudativa,False,
3306,pe plano,False,
3307,repuxo,False,
3308,beurer,False,
3309,amenorrei,False,
3310,urinários,False,
3311,desidratação,False,
3312,s19,False,
3313,falecimento,False,
3314,hipercalemia,False,
3315,Arritmia,False,
3316,medo da morte,False,
3317,tumor rim,False,
3318,autoestima,False,
3319,Adenoma,False,
3320,transtorno do panico,False,
3321,Miocardite,False,
3322,rinite infecciosa,False,
3323,sinais e sintomas do pé,False,
3324,otite media aguda,False,
3325,violencia sexual,False,
3326,dor em gluteos,False,
3327,diabetes tipo 1,False,
3328,entorse do pe,False,
3329,mucosa,False,
3330,dor inspiratoria,False,
3331,lesão menisco,False,
3332,acredita que imunidade está baixa,False,
3333,locomoção,False,
3334,hiperglicemia,False,
3335,exame da mama,False,
3336,problema com vizinho,False,
3337,paladar,False,
3338,Curativo,False,
3339,sinais e sintomas de olho,False,
3340,resecamento na pele,False,
3341,l10,False,
3342,aborto prévio,False,
3343,tricolomania,False,
3344,fisioterapia,False,
3345,Gordura no figado,False,
3346,w19,False,
3347,artrose coluna lombar ,False,
3348,pedra vesicula biliar,False,
3349,priapismo,False,
3350,LUXAÇÃO,False,
3351,cistinuria,False,
3352,Verminose,False,
3353,cegueira noturna,False,
3354,valor elevado pressao,False,
3355,sem quiexas,False,
3356,língua,False,
3357,renovacao,False,
3358,rizartrose,False,
3359,Sop,False,
3360,uso de muitos medicamentos,False,
3361,a86,False,
3362,hipertrofia tonsila,False,
3363,Parestesia mãos ,False,
3364,r97,False,
3365,intolerancia a gluten,False,
3366,Concepção ,False,
3367,risco imunodeficiência,False,
3368,lesão pé,False,
3369,Mioma Uterino,False,
3370,Prevenção ,False,
3371,rotura nervo ulnar,False,
3372,vício do companheiro,False,
3373,gonorreia,False,
3374,nodulo da mama,False,
3375,encaminhamento,False,
3376,preocupação saúde,False,
3377,w78,False,
3378,alteração da percepção,False,
3379,ferida operatória,False,
3380,estresse no trabalho,False,
3381,alteração em radiografia de tórax,False,
3382,entorse do tornozelo,False,
3383,cisto renal,False,
3384,dor nos pé,False,
3385,cardioinibitoria,False,
3386,dor dedos,False,
3387,Pterígeo,False,
3388,inguinal,False,
3389,Negligência cuidados,False,
3390,tendinite patelar,False,
3391,problema alimentar,False,
3392,cólica renal,False,
3393,estiramento muscular,False,
3394,umbigo,False,
3395,R29,False,
3396,ORTESE,False,
3397,psicologia,False,
3398,perda líquida,False,
3399,doença de graves hipertiroidismo,False,
3400,z295,False,
3401,retocolite ulcerativa,False,
3402,ATESTADO,False,
3403,covid positivo,False,
3404,ganho de peso,False,
3405,uso de medicamentos,False,
3406,tendao de aquiles,False,
3407,l08,False,
3408,Teste rápido sifiles,False,
3409,refluxo gast,False,
3410,amenorreia ,False,
3411,perda de ente querido,False,
3412,HIPERCOLESTEROLEMIA ,False,
3413,Tireoide,False,
3414,Hiponatremia,False,
3415,hiperpotassemia,False,
3416,refluxo gas,False,
3417,presenca implante mama,False,
3418,irritabilçidade,False,
3419,alteração da textura da pele,False,
3420,antitetânica,False,
3421,acupuntura,False,
3422,incongruência de gênero,False,
3423,vitam,False,
3424,onicocriptose ,False,
3425,vaginismo,False,
3426,duvida sobre suplementação,False,
3427,metabo,False,
3428,PERDA DE LIBIDO,False,
3429,Pressão arterial,False,
3430,Febril ,False,
3431,manutenção de saude,False,
3432,alterações cabelo,False,
3433,crise asmatica,False,
3434,cid s63.4,False,
3435,Atraso de fala,False,
3436,Onfalite,False,
3437,sabor estranho na boca,False,
3438,testiculo retratil,False,
3439,neoplasia próstata comportamento incerto,False,
3440,cid saude lgbtqia+,False,
3441,membro,False,
3442,adolescente,False,
3443,palpitações,False,
3444,hipertensão arterial,False,
3445,nauseas vomitos,False,
3446,B16,False,
3447,Insatisfação no trabalho,False,
3448,sexualmente,False,
3449,exames de rotina,False,
3450,OCULOS,False,
3451,DOR EM MEBRO,False,
3452,pos cirurgico,False,
3453,boca amarga,False,
3454,"Transtorno depressivo recorrente, episódio atual leve",False,
3455,insuficiência cardíaca,False,
3456,Outras síndromes de cefaleia especificadas,False,
3457,avaliação pré operatória,False,
3458,interação ,False,
3459,ovario polivcitico,False,
3460,sinais e sintomas ansiosos,False,
3461,ianomami,False,
3462,F05,False,
3463,Suspeita dengue,False,
3464,desconforto em baixo ventre,False,
3465,tosse e febre,False,
3466,sensação de ouvido tampado,False,
3467,viver só,False,
3468,peito carregado,False,
3469,dispneia,False,
3470,colicas menstruais,False,
3471,pterigeo,False,
3472,Entesopatia não especificada,False,
3473,SINTOMAS URINÁRIOS,False,
3474,epicondilite,False,
3475,gestante,False,
3476,hipoestesia,False,
3477,colite,False,
3478,extrassistoles ventriculares,False,
3479,abortamento,False,
3480,infecto,False,
3481,Uso de prep,False,
3482,cancer basocelular,False,
3483,conjutivite,False,
3484,alergua,False,
3485,alteração eletrocardiograma,False,
3486,psoriase,False,
3487,N03,False,
3488,ASMA,False,
3489,autismo atípico,False,
3490,plaquetopenia,False,
3491,dor de barriga,False,
3492,colica depois do diu,False,
3493,Cálculo renal ,False,
3494,nódulo na mama,False,
3495,dor na escapula,False,
3496,enfisema,False,
3497,reação vacinal,False,
3498,pólipo em colon,False,
3499,CID M544 Lumbago com ciática,False,
3500,saude mulhe,False,
3501,dor na mama,False,
3502,autocuidado,False,
3503,dor tendão de aquiles,False,
3504,Rcu,False,
3505,estresse,False,
3506,huntington,False,
3507,-67,False,
3508,desenvolvimento infantil,False,
3509,X2,False,
3510,sangramento ,False,
3511,FLATULENCIA,False,
3512,queda,False,
3513,PRÓTESE DE MAMA,False,
